2026-03-31 09:42:48.916 | INFO     | storage.database:_ensure_file_exists:20 - Created new database file: storage/database.json
2026-03-31 10:00:05.392 | ERROR    | scraper.psx_scraper:fetch_announcements:73 - Failed to fetch PSX announcements: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7e631dae2240>: Failed to establish a new connection: [Errno 111] Connection refused'))
2026-03-31 10:00:05.392 | WARNING  | __main__:run_agent:47 - No announcements found or failed to fetch. Retrying next cycle.
2026-03-31 10:00:15.394 | ERROR    | scraper.psx_scraper:fetch_announcements:73 - Failed to fetch PSX announcements: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7e631dae2a80>: Failed to establish a new connection: [Errno 111] Connection refused'))
2026-03-31 10:00:15.394 | WARNING  | __main__:run_agent:47 - No announcements found or failed to fetch. Retrying next cycle.
2026-03-31 10:02:04.716 | INFO     | __main__:run_agent:39 - PSX AI Agent started. Monitoring PSX announcements...
2026-03-31 10:02:04.721 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:02:04.722 | INFO     | __main__:run_agent:57 - New announcement detected: Test Company Ltd. - Quarterly Report
2026-03-31 10:02:04.727 | INFO     | whatsapp.sender:send_alert:40 - Sending Whapi alert for Test Company Ltd. to 923412366922
2026-03-31 10:02:07.365 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent WhatsApp message via Whapi.cloud
2026-03-31 10:02:07.366 | SUCCESS  | __main__:run_agent:75 - Successfully processed and alerted for test_announcement
2026-03-31 10:02:17.370 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:02:27.374 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:02:37.378 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:02:47.382 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:02:57.386 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:03:07.391 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:03:17.395 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:03:27.399 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:03:37.403 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:03:47.407 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:03:57.412 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:04:07.416 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:04:37.859 | INFO     | __main__:run_agent:39 - PSX AI Agent started. Monitoring PSX announcements...
2026-03-31 10:04:37.861 | ERROR    | scraper.psx_scraper:fetch_announcements:73 - Failed to fetch PSX announcements: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x78031d551700>: Failed to establish a new connection: [Errno 111] Connection refused'))
2026-03-31 10:04:37.862 | WARNING  | __main__:run_agent:47 - No announcements found or failed to fetch. Retrying next cycle.
2026-03-31 10:08:06.871 | INFO     | __main__:run_agent:39 - PSX AI Agent started. Monitoring PSX announcements...
2026-03-31 10:08:06.879 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:08:06.879 | INFO     | __main__:run_agent:57 - New announcement detected: Test Company Ltd. - Quarterly Report
2026-03-31 10:08:06.885 | INFO     | whatsapp.sender:send_alert:40 - Sending Whapi alert for Test Company Ltd. to 923412366922
2026-03-31 10:08:08.190 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent WhatsApp message via Whapi.cloud
2026-03-31 10:08:08.192 | SUCCESS  | __main__:run_agent:75 - Successfully processed and alerted for test_announcement
2026-03-31 10:08:18.196 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:08:28.200 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:11:42.054 | INFO     | __main__:run_agent:39 - PSX AI Agent started. Monitoring PSX announcements...
2026-03-31 10:11:42.057 | ERROR    | scraper.psx_scraper:fetch_announcements:73 - Failed to fetch PSX announcements: HTTPConnectionPool(host='localhost', port=8000): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x74cc815c0bc0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2026-03-31 10:11:42.057 | WARNING  | __main__:run_agent:47 - No announcements found or failed to fetch. Retrying next cycle.
2026-03-31 10:23:32.707 | INFO     | __main__:run_agent:39 - PSX AI Agent started. Monitoring PSX announcements...
2026-03-31 10:23:32.715 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:23:42.720 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:25:31.734 | INFO     | storage.database:_ensure_file_exists:20 - Created new database file: storage/database.json
2026-03-31 10:25:31.735 | INFO     | __main__:run_agent:39 - PSX AI Agent started. Monitoring PSX announcements...
2026-03-31 10:25:31.747 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:25:31.747 | INFO     | __main__:run_agent:57 - New announcement detected: Test Company Ltd. - Quarterly Report
2026-03-31 10:25:31.757 | INFO     | whatsapp.sender:send_alert:40 - Sending Whapi alert for Test Company Ltd. to 923412366922
2026-03-31 10:25:33.636 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent WhatsApp message via Whapi.cloud
2026-03-31 10:25:33.638 | SUCCESS  | __main__:run_agent:75 - Successfully processed and alerted for test_announcement
2026-03-31 10:25:43.642 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:25:53.647 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:26:03.652 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:26:13.656 | INFO     | scraper.psx_scraper:fetch_announcements:69 - Found 1 announcements on the page.
2026-03-31 10:29:19.974 | INFO     | storage.database:_ensure_file_exists:20 - Created new database file: storage/database.json
2026-03-31 10:29:19.974 | INFO     | __main__:run_agent:35 - Jang News Agent started. Monitoring https://jang.com.pk/category/latest-news...
2026-03-31 10:29:20.447 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:29:20.449 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:29:30.951 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:29:30.953 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:29:41.121 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:29:41.122 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:29:51.283 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:29:51.284 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:30:01.395 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:30:01.396 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:30:11.517 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:30:11.518 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:30:21.630 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:30:21.632 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:30:32.039 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:30:32.040 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:30:42.152 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:30:42.154 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:30:52.270 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:30:52.272 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:31:02.446 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:31:02.447 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:31:12.628 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:31:12.630 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:31:22.751 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:31:22.752 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:31:33.171 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:31:33.173 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:31:43.284 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:31:43.285 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:31:53.405 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:31:53.407 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:32:03.524 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:32:03.525 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:32:13.919 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:32:13.920 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:32:24.047 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:32:24.048 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:32:34.500 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:32:34.502 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:32:44.621 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:32:44.622 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:32:55.022 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:32:55.024 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:33:05.160 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:33:05.162 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:33:15.281 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:33:15.283 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:33:25.398 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:33:25.399 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:33:35.810 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:33:35.812 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:33:45.934 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:33:45.935 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:33:56.384 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:33:56.386 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:34:06.508 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:34:06.509 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:34:16.631 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:34:16.633 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:34:26.782 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:34:26.784 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:34:37.172 | INFO     | scraper.psx_scraper:fetch_news:54 - Found 0 news items on the page.
2026-03-31 10:34:37.174 | WARNING  | __main__:run_agent:43 - No news found or failed to fetch. Retrying next cycle.
2026-03-31 10:34:45.433 | INFO     | storage.database:_ensure_file_exists:20 - Created new database file: storage/database.json
2026-03-31 10:34:45.433 | INFO     | __main__:run_agent:35 - Jang News Agent started. Monitoring https://jang.com.pk/category/latest-news...
2026-03-31 10:34:45.545 | INFO     | scraper.psx_scraper:fetch_news:53 - Found 104 news items on the page.
2026-03-31 10:34:45.547 | INFO     | __main__:run_agent:53 - New news detected: اسکول، کالجز اور جامعات میں تدریسی عمل کل سے بحال ہو جائے گا: شرجیل میمن
2026-03-31 10:34:45.547 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: اسکول، کالجز اور جامعات میں تد... to 923412366922
2026-03-31 10:34:47.996 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:34:47.998 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569715
2026-03-31 10:34:47.998 | INFO     | __main__:run_agent:53 - New news detected: یو اے ای میں پیٹرول کی قیمت میں 30 فیصد سے زائد اضافہ
2026-03-31 10:34:47.999 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: یو اے ای میں پیٹرول کی قیمت می... to 923412366922
2026-03-31 10:34:49.325 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:34:49.327 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569711
2026-03-31 10:34:49.328 | INFO     | __main__:run_agent:53 - New news detected: امریکا و اسرائیل کا ایرانی کینسر کی دوا ساز فیکٹری پر حملہ
2026-03-31 10:34:49.328 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: امریکا و اسرائیل کا ایرانی کین... to 923412366922
2026-03-31 10:34:50.296 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:34:50.298 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569710
2026-03-31 10:34:50.298 | INFO     | __main__:run_agent:53 - New news detected: چیئرمین پی ٹی آئی بیرسٹر گوہر کا واٹس ایپ ہیک ہو گیا
2026-03-31 10:34:50.298 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: چیئرمین پی ٹی آئی بیرسٹر گوہر... to 923412366922
2026-03-31 10:34:51.631 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:34:51.633 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569709
2026-03-31 10:34:51.633 | INFO     | __main__:run_agent:53 - New news detected: بیوی، ساس، خالہ ساس کو قتل کرنیوالے مجرم کی سزائے موت برقرار
2026-03-31 10:34:51.633 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: بیوی، ساس، خالہ ساس کو قتل کرن... to 923412366922
2026-03-31 10:34:52.804 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:34:52.806 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569708
2026-03-31 10:34:52.806 | INFO     | __main__:run_agent:53 - New news detected: اسرائیل نے ایران کے سپریم لیڈر اور 250 سے زائد سینئر افسران کو شہید کیا: امریکی اخبار
2026-03-31 10:34:52.806 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: اسرائیل نے ایران کے سپریم لیڈر... to 923412366922
2026-03-31 10:34:53.798 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:34:53.800 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569707
2026-03-31 10:34:53.801 | INFO     | __main__:run_agent:53 - New news detected: سمیع رشید کا سحر حیات کے الزامات پر ردِعمل
2026-03-31 10:34:53.801 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: سمیع رشید کا سحر حیات کے الزام... to 923412366922
2026-03-31 10:34:54.927 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:34:54.929 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569706
2026-03-31 10:34:54.929 | INFO     | __main__:run_agent:53 - New news detected: ریاض: الخرج میں ڈرون کا ملبہ گرنے سے 2 افراد زخمی
2026-03-31 10:34:54.930 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: ریاض: الخرج میں ڈرون کا ملبہ گ... to 923412366922
2026-03-31 10:34:55.855 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:34:55.857 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569705
2026-03-31 10:34:55.858 | INFO     | __main__:run_agent:53 - New news detected: 190 ملین پاؤنڈ کیس: سلمان صفدر کی بانی و بشریٰ بی بی سے ہدایات کیلئے مہلت کی استدعا
2026-03-31 10:34:55.858 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: 190 ملین پاؤنڈ کیس: سلمان صفدر... to 923412366922
2026-03-31 10:34:56.816 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:34:56.817 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569704
2026-03-31 10:34:56.818 | INFO     | __main__:run_agent:53 - New news detected: بھارتی گانوں پر پاکستان میں پابندی عائد ہونی چاہیے: ساحر علی بگا
2026-03-31 10:34:56.818 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: بھارتی گانوں پر پاکستان میں پا... to 923412366922
2026-03-31 10:34:58.154 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:34:58.156 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569703
2026-03-31 10:34:58.157 | INFO     | __main__:run_agent:53 - New news detected: سونے کی قیمت میں اضافے کا سلسلہ جاری
2026-03-31 10:34:58.157 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: سونے کی قیمت میں اضافے کا سلسل... to 923412366922
2026-03-31 10:34:59.469 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:34:59.471 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569702
2026-03-31 10:34:59.471 | INFO     | __main__:run_agent:53 - New news detected: دشمن کی آبنائے ہرمز پر قبضےکی خواہش کبھی حقیقت نہیں بنے گی: ترجمان خاتم الانبیاء سینٹرل ہیڈکوارٹرز
2026-03-31 10:34:59.472 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: دشمن کی آبنائے ہرمز پر قبضےکی ... to 923412366922
2026-03-31 10:35:00.565 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:35:00.566 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569701
2026-03-31 10:35:00.567 | INFO     | __main__:run_agent:53 - New news detected: زگروس تا دشتِ لوط ایرانی علاقہ امریکی فوجیوں کیلئے چیلنج کیوں؟ سابق بھارتی کرنل راجیو اگروال کا تجزیہ
2026-03-31 10:35:00.567 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: زگروس تا دشتِ لوط ایرانی علاقہ... to 923412366922
2026-03-31 10:35:01.961 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:35:01.963 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569700
2026-03-31 10:35:01.963 | INFO     | __main__:run_agent:53 - New news detected: کوئٹہ: ایل پی جی کی فی کلو قیمت میں 20 روپے کا اضافہ
2026-03-31 10:35:01.964 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: کوئٹہ: ایل پی جی کی فی کلو قیم... to 923412366922
2026-03-31 10:35:03.240 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:35:03.242 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569699
2026-03-31 10:35:03.243 | INFO     | __main__:run_agent:53 - New news detected: حنا چوہدری کا لپ فلرز استعمال کرنے کا اعتراف
2026-03-31 10:35:03.243 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: حنا چوہدری کا لپ فلرز استعمال ... to 923412366922
2026-03-31 10:35:04.138 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:35:04.140 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569698
2026-03-31 10:35:04.140 | INFO     | __main__:run_agent:53 - New news detected: بھارت: شوہر کی خودکشی سے دلبرداشتہ بیوی نے 17 ویں منزل سے چھلانگ لگا کر جان دیدی
2026-03-31 10:35:04.140 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: بھارت: شوہر کی خودکشی سے دلبرد... to 923412366922
2026-03-31 10:35:05.541 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:35:05.543 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569697
2026-03-31 10:35:05.543 | INFO     | __main__:run_agent:53 - New news detected: برطانوی اداکاروں نے ’جیو نیوز‘ کو کامیابی کا بینچ مارک قرار دے دیا
2026-03-31 10:35:05.543 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: برطانوی اداکاروں نے ’جیو نیوز‘... to 923412366922
2026-03-31 10:35:06.746 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:35:06.748 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569696
2026-03-31 10:35:06.748 | INFO     | __main__:run_agent:53 - New news detected: پی سی بی کی کھلاڑیوں کو سینٹرل کنٹریکٹ کی خلاف ورزی پر وارننگ
2026-03-31 10:35:06.748 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: پی سی بی کی کھلاڑیوں کو سینٹرل... to 923412366922
2026-03-31 10:35:08.036 | SUCCESS  | whatsapp.sender:send_alert:44 - Successfully sent news alert via Whapi.cloud
2026-03-31 10:35:08.039 | SUCCESS  | __main__:run_agent:61 - Successfully processed and alerted for 1569695
2026-03-31 10:35:08.039 | INFO     | __main__:run_agent:53 - New news detected: ٹرمپ کو رجیم چینج ملے گا لیکن ایران میں نہیں امریکا میں: ٹرمپ کیخلاف انکی بھتیجی میدان میں آ گئیں
2026-03-31 10:35:08.039 | INFO     | whatsapp.sender:send_alert:40 - Sending news alert: ٹرمپ کو رجیم چینج ملے گا لیکن ... to 923412366922
